ArrayTaskID  Nom_dossier  Année
816  surface_pressure  2006
817  surface_pressure  2007
818  surface_pressure  2008
819  surface_pressure  2009
820  surface_pressure  2010
821  surface_pressure  2011
822  surface_pressure  2012
823  surface_pressure  2013
824  surface_pressure  2014
825  surface_pressure  2015
826  surface_pressure  2016
827  surface_pressure  2017
828  surface_pressure  2018
829  surface_pressure  2019
830  surface_pressure  2020
831  surface_pressure  2021
832  total_precipitation  1990
833  total_precipitation  1991
834  total_precipitation  1992
835  total_precipitation  1993
836  total_precipitation  1994
837  total_precipitation  1995
838  total_precipitation  1996
839  total_precipitation  1997
840  total_precipitation  1998
841  total_precipitation  1999
842  total_precipitation  2000
843  total_precipitation  2001
844  total_precipitation  2002
845  total_precipitation  2003
846  total_precipitation  2004
847  total_precipitation  2005
848  total_precipitation  2006
849  total_precipitation  2007
850  total_precipitation  2008
851  total_precipitation  2009
852  total_precipitation  2010
853  total_precipitation  2011
854  total_precipitation  2012
855  total_precipitation  2013
856  total_precipitation  2014
857  total_precipitation  2015
858  total_precipitation  2016
859  total_precipitation  2017
860  total_precipitation  2018
861  total_precipitation  2019
862  total_precipitation  2020
863  total_precipitation  2021
864  total_totals_index  1990
865  total_totals_index  1991
866  total_totals_index  1992
867  total_totals_index  1993
868  total_totals_index  1994
869  total_totals_index  1995
870  total_totals_index  1996
871  total_totals_index  1997
872  total_totals_index  1998
873  total_totals_index  1999
874  total_totals_index  2000
875  total_totals_index  2001
876  total_totals_index  2002
877  total_totals_index  2003
878  total_totals_index  2004
879  total_totals_index  2005
880  total_totals_index  2006
881  total_totals_index  2007
882  total_totals_index  2008
883  total_totals_index  2009
884  total_totals_index  2010
885  total_totals_index  2011
886  total_totals_index  2012
887  total_totals_index  2013
888  total_totals_index  2014
889  total_totals_index  2015
890  total_totals_index  2016
891  total_totals_index  2017
892  total_totals_index  2018
893  total_totals_index  2019
894  total_totals_index  2020
895  total_totals_index  2021
